0,1,2,3,4,5,6,7,8,9,10,11,12,Etiqueta
-458.3037,69.29759,54.740147,39.1665,28.455538,23.731915,22.059559,19.9885,16.462816,12.841244,10.820483,10.648601,11.08769,Bronchiolitis
-573.03046,94.501366,64.46203,38.51238,25.742075,23.973633,22.104414,16.291697,9.232801,5.8091154,8.255422,10.73121,9.891435,Bronchiolitis
-570.95374,85.839264,69.13348,51.65963,38.981255,31.855783,26.12658,20.080252,13.694893,8.621317,6.8170285,6.4389553,6.1382704,Bronchiolitis
-478.00537,65.203125,51.675964,38.609478,31.105022,28.295982,25.926313,21.508085,16.308363,13.060303,12.662814,13.432886,13.076894,Bronchiolitis
-501.22098,84.37371,65.96881,39.458775,24.332132,25.12159,23.531582,29.642765,24.874714,18.283922,15.1552515,4.5638814,7.319219,Bronchiolitis
-511.12354,76.081345,79.71943,23.069624,19.771194,29.028366,30.980532,34.04339,29.210148,8.71203,20.653666,0.46034244,18.212164,Bronchiolitis
-322.79938,193.38713,22.684046,-5.406459,17.699913,30.78939,27.280178,13.034311,0.667006,-1.2387097,5.876164,7.9596424,8.025264,COPD
-427.41968,158.69272,47.445236,14.384873,19.830156,26.962452,26.662031,15.696208,2.8809774,-0.7227186,3.486365,7.111281,9.048585,COPD
-371.29218,128.76329,55.174503,21.714874,25.113468,37.3382,34.850872,20.731703,6.023338,-0.8322959,2.5844111,8.529296,11.981794,COPD
-335.71548,198.21767,42.10624,-8.151734,7.509259,32.03428,22.975,7.4414496,0.6882493,-0.76731473,3.3026516,6.649872,5.713136,COPD
-355.53754,172.57222,41.284252,0.33578408,5.284704,27.480247,26.3875,11.852517,0.5717662,-3.4811635,4.0381546,8.15279,8.986817,COPD
-282.51614,105.55389,29.821299,31.833975,24.651766,28.150429,21.790024,19.512905,15.346015,13.68705,12.677485,13.564657,11.574344,COPD
-302.92493,159.97754,82.41404,44.55084,25.871458,14.05941,9.630912,7.273041,6.986314,6.5090914,5.54396,5.0371733,4.6016564,COPD
-267.5621,136.74185,62.62586,50.56549,26.869051,19.874926,10.96298,8.627366,5.861835,6.385889,5.991049,6.5149326,6.088684,COPD
-371.7735,121.31441,80.64223,41.80101,20.0304,13.265581,10.614168,5.9969053,2.1028943,3.550729,9.588919,14.74586,15.112458,COPD
-353.10825,114.87453,79.57086,44.13079,22.32506,14.086435,10.933041,6.907067,3.0496993,3.128658,7.4846253,12.258593,13.714898,COPD
-349.4694,113.969894,69.13842,40.060673,29.359365,25.541704,23.444115,20.622084,16.645123,13.549686,12.022977,11.009442,9.801281,COPD
-345.88364,105.349846,53.163,28.577127,29.261946,27.753141,20.438692,16.771767,15.468648,12.728225,10.735254,9.877913,7.9701443,COPD
-320.25525,106.96719,35.98731,37.44636,23.453922,24.345034,20.411411,18.608776,14.122144,13.013635,11.262414,10.413241,9.019083,COPD
-280.9845,111.1582,36.63191,35.31099,24.979134,28.17499,22.859339,20.228945,15.629593,13.846008,12.709081,13.0817795,11.354109,COPD
-320.11694,150.03853,90.46268,46.010128,24.174746,13.407715,8.448281,7.151261,6.9122496,6.520504,5.6812496,4.7875853,4.5291767,COPD
-267.07047,139.24477,63.00017,50.2425,26.285528,19.239952,10.689383,8.838363,6.031072,6.2234282,5.70064,6.484886,6.382867,COPD
-364.68246,120.82891,81.69639,43.620003,21.78743,14.973551,12.861057,9.218958,6.065513,7.46198,12.561753,16.176554,14.834843,COPD
-410.70596,140.69875,65.53692,24.11277,21.294449,26.56257,19.591116,8.165264,0.7436259,-0.87527525,4.3045154,10.145297,12.999172,COPD
-411.58835,151.59169,54.973465,16.478107,23.620565,32.361633,23.490438,12.944368,6.185901,1.2738192,2.3730557,5.798365,9.82979,COPD
-399.84293,167.24678,49.292904,0.14808872,13.106307,31.256506,29.730276,18.795912,5.76604,-3.2182648,-0.27800986,6.8039756,11.202625,COPD
-384.93228,146.40141,59.92116,26.320663,35.73703,44.537773,36.853333,18.245518,2.5049562,-0.47813538,5.501988,12.114488,15.016488,COPD
-386.6942,135.93584,55.40147,15.072849,24.011953,41.272366,38.017338,18.988853,3.0094113,-0.65872246,4.1611733,11.342707,15.52772,COPD
-279.5736,84.24015,51.840702,58.067654,31.366152,29.015863,20.648743,18.26331,17.392977,13.822764,8.499023,7.789872,8.805087,COPD
-269.31882,108.93746,42.283802,50.395695,51.424934,31.893215,10.158431,10.637912,20.741915,18.623056,7.6716824,0.75106597,7.087065,COPD
-494.24063,111.72327,66.01068,37.14611,31.675505,36.649693,35.197372,24.848463,12.917507,7.442941,9.284238,13.069686,13.917235,COPD
-380.1373,136.87755,63.773914,20.912125,24.395815,40.71146,40.89318,26.453342,11.754152,4.6917315,4.965649,8.385543,10.049096,COPD
-388.01285,156.8008,54.422817,23.864384,23.636631,30.985937,28.434711,13.833294,-2.2248957,-9.700977,-3.052283,4.2274423,8.123468,COPD
-370.36505,136.98004,49.03885,25.09768,21.93425,24.119005,21.120735,9.884166,-1.4232888,-6.304558,0.30313998,7.365512,10.495669,COPD
-370.83777,139.9908,71.047356,33.863243,28.0778,33.100887,29.94932,18.000402,6.005264,-0.17901948,1.346299,5.322581,6.7198853,COPD
-387.8893,152.08089,65.31032,21.508757,23.70659,36.867176,36.120018,23.505457,9.60765,2.5849981,4.3542943,7.3678293,7.364809,COPD
-365.79016,140.38268,51.792843,18.662987,19.493366,33.189003,33.618156,19.878986,4.4079337,-0.92596185,4.3612947,9.222864,12.196722,COPD
-406.6508,144.10905,54.31134,19.972706,19.850414,32.9238,33.924164,21.225515,5.374654,-1.890883,3.8035576,9.525223,10.500126,COPD
-686.164,141.8645,53.162292,36.532036,15.71622,9.925269,6.0420218,7.4180717,7.2407823,8.702173,8.620084,9.29783,8.908221,COPD
-309.97272,194.95677,32.987335,-11.440234,9.672811,27.208046,23.386728,13.316072,3.7963095,-4.469214,-2.9309702,5.592751,11.169587,COPD
-402.79218,168.05338,53.817513,11.790279,24.102911,41.34467,34.660576,17.948912,1.6403866,-7.156236,-2.046275,5.7047186,9.029874,COPD
-329.25858,193.20467,58.10881,3.161127,7.6876173,26.573257,28.072508,20.367666,3.7675302,-4.8363495,-2.9391224,5.5504417,10.868787,COPD
-312.4044,194.38954,41.451214,-14.320333,-2.6921244,35.51108,31.954231,14.280974,-2.7305737,-7.349066,1.4307953,6.1213202,8.421286,COPD
-285.4181,111.72013,41.90691,40.74625,49.21061,30.48389,12.169185,10.839368,18.164705,17.3019,10.186387,3.9170702,6.988018,COPD
-313.02902,96.53152,49.6101,52.146828,56.328724,36.0156,12.849409,9.389819,18.138071,18.062801,5.9532084,-1.6251148,6.699441,COPD
-282.6918,92.73594,35.621956,53.748596,38.29782,31.673988,14.770371,10.062507,18.394758,17.302534,9.187276,2.5377624,6.1773343,COPD
-289.803,93.2177,36.273384,48.384956,38.1592,32.140354,21.703411,12.072332,13.3691,21.64455,10.898502,4.18075,8.576596,COPD
-401.30518,170.76505,73.071846,15.548794,6.8483715,20.529413,28.044477,21.104858,6.966098,-1.9238943,0.79358697,7.210193,9.855799,COPD
-419.69702,138.24818,62.42144,21.39385,17.368773,28.725517,31.760645,21.887825,7.8206677,0.47998673,3.2281504,7.933129,9.855267,COPD
-346.63577,171.26643,42.720917,0.8686672,11.967519,30.92643,27.764463,17.114828,3.0034375,-1.5344505,5.903804,5.6466093,5.9710336,COPD
-337.9609,192.56572,57.581985,-1.9190654,8.517619,30.590008,27.902376,12.720852,0.5173143,-1.8266511,1.5281603,4.3575606,5.8711967,COPD
-404.5275,107.74614,71.49453,42.35238,29.043861,25.253105,23.620977,20.71061,16.087221,11.638522,9.475878,9.764856,10.846122,COPD
-400.8818,83.91514,66.74135,51.373028,41.28,34.16234,28.29541,23.58852,19.950232,17.139902,14.869912,12.875128,11.197529,COPD
-247.44862,131.23042,45.40596,38.237156,16.605581,30.604376,20.005482,26.14475,15.815554,7.4403257,15.444909,9.67772,12.84575,COPD
-324.48135,137.12341,84.94963,44.01103,24.515669,17.668486,14.19002,10.667232,7.6936026,6.2542577,6.3913665,7.1120834,7.6024275,COPD
-443.58954,89.70568,51.29038,24.064535,19.104216,25.752537,27.166056,19.874445,10.266347,5.7862945,9.945428,16.794142,17.82246,COPD
-382.2852,96.20615,66.9137,41.36499,29.615456,27.643496,26.897741,23.114202,17.630207,13.690182,12.388019,11.938474,10.355218,COPD
-424.1917,120.74287,67.04645,29.937489,21.157455,26.575699,31.152151,28.085918,19.759739,13.480088,11.970047,12.218894,11.516105,COPD
-430.31006,103.38477,56.57373,34.983963,24.595337,21.666426,20.499977,21.158577,16.230413,12.018113,14.696489,10.805199,8.477737,COPD
-456.24194,102.01566,48.095062,18.353338,18.177496,25.115728,24.331274,18.316738,10.993474,3.8292534,5.6730103,17.387716,23.023397,COPD
-384.3602,101.47016,66.2077,38.046432,27.13463,26.79588,27.032425,23.34933,17.273232,12.936364,12.053105,12.362355,11.123902,COPD
-456.49637,99.58446,44.02935,39.626926,26.144876,25.672066,20.615376,20.449343,16.103285,10.149936,13.608137,8.924493,9.307728,COPD
-426.12753,95.89375,57.607788,35.85767,27.475311,23.864414,22.874996,21.577816,16.0944,12.384724,13.18673,11.377038,9.108208,COPD
-448.47104,111.33739,75.20702,54.090553,41.21489,29.323448,21.271992,15.955357,11.562797,9.256868,8.781901,8.049066,7.3439727,COPD
-329.99448,85.40288,22.87675,31.516731,14.916032,19.89207,12.796238,11.39396,9.567123,5.7490864,7.3322577,9.331116,7.0653663,COPD
-575.21014,92.78321,56.220055,33.349472,29.514324,30.803871,28.649857,23.805422,18.309853,13.709323,11.952273,12.64119,12.573811,COPD
-410.72607,38.176003,26.557098,19.209604,17.55799,17.15859,15.432657,12.927859,10.33551,8.396263,8.580407,10.417836,11.090338,COPD
-372.12494,82.20816,46.573254,28.253141,26.559464,23.673489,17.138283,14.514488,13.633358,8.039513,2.371088,5.7016196,14.720259,COPD
-532.18524,82.62881,25.656649,35.417793,13.481915,20.17732,14.62022,11.137232,10.271819,7.6093173,6.768552,8.470563,6.660154,COPD
-499.48004,47.128254,41.83871,35.179134,28.911337,24.149534,21.074888,19.131561,17.61739,16.107164,14.566916,13.186005,12.12399,COPD
-279.5658,126.156006,46.384666,37.119686,23.633678,27.073454,22.398346,19.25213,14.50562,12.09574,10.138598,9.3305855,8.165489,COPD
-363.79007,115.727036,57.329414,31.402752,27.171312,25.909426,23.695518,18.782852,14.311983,11.895414,10.554929,10.249233,9.737346,COPD
-413.72583,147.74062,79.09862,26.47341,11.3137,16.05558,17.621117,12.072687,6.856838,5.4933343,6.261219,6.990654,5.302912,COPD
-279.8643,125.42927,44.81217,37.539177,25.762655,27.925892,20.378881,16.95296,14.407366,13.437586,10.560739,8.699279,7.5524206,COPD
-355.23782,105.390915,57.198647,32.13932,29.501854,28.891634,23.36358,17.548569,14.620987,12.572476,10.358019,9.698627,10.160066,COPD
-307.48947,102.087364,38.38359,41.012886,27.220713,25.353064,16.510284,14.710887,11.690318,10.8440075,7.8040023,6.2952547,5.148668,COPD
-407.249,123.73558,77.60648,37.757076,20.11403,17.60344,16.11788,10.555621,4.815952,3.28281,5.832614,8.457807,6.679885,COPD
-277.2246,129.26526,45.89936,34.944286,23.281504,28.111023,22.69793,18.27721,13.284605,11.790227,10.332415,9.983426,8.957932,COPD
-416.09293,144.1555,77.86327,28.142063,14.29495,17.62742,16.961168,10.938433,6.574176,5.145201,4.9022903,5.6975183,5.4897447,COPD
-279.32205,127.658875,44.865868,33.496307,20.479683,26.546045,23.998798,21.347103,15.297928,12.2345,10.300908,9.940163,8.703579,COPD
-359.701,119.97504,52.832157,25.055178,23.385605,26.657358,27.617548,22.336119,16.513725,13.260938,11.504141,11.475849,10.839088,COPD
-545.05743,61.408283,53.915283,45.472275,38.20294,32.48133,27.644289,23.36677,19.797808,16.942162,14.505809,12.318875,10.535758,COPD
-496.3336,61.201656,55.277626,47.308964,38.900574,31.336283,25.269123,20.799793,17.603886,15.29617,13.505566,12.005745,10.685036,COPD
-498.60477,61.118336,53.898155,45.54312,38.163876,32.41555,27.78402,23.776371,20.282597,17.322393,14.814257,12.687302,10.974674,COPD
-478.94986,57.465412,52.95832,46.5811,39.42738,32.57056,26.717949,22.160336,18.826551,16.438318,14.660404,13.215396,11.932854,COPD
-484.28635,61.437027,55.720863,47.96967,39.602863,31.988602,25.894146,21.470922,18.441774,16.351456,14.763814,13.37885,12.048778,COPD
-317.3977,160.75502,80.426605,22.717403,5.8153815,5.1781425,1.844338,-1.106476,1.1381351,4.661334,6.259781,7.9104443,10.518234,COPD
-295.423,104.09447,29.91966,32.998753,25.676243,27.793175,18.322672,19.147394,15.226164,14.708213,13.313177,12.706269,9.723424,COPD
-308.31238,160.52641,66.044304,19.344738,15.406798,14.177021,4.9252367,-0.90870583,1.7445005,5.3397303,8.281098,12.094737,11.743389,COPD
-269.42245,114.741066,39.3235,39.048298,21.8492,24.216799,19.511408,17.192448,12.804906,14.4189005,10.05251,7.936185,8.958568,COPD
-286.285,112.89359,47.079514,45.005333,29.594646,28.324896,21.271132,19.337029,15.96104,14.848612,12.569449,10.958573,8.313135,COPD
-358.28983,178.11722,43.368057,-2.6657703,8.416037,25.324547,24.878586,11.571057,1.348611,-1.4110574,2.0038996,5.0296054,6.5981135,COPD
-345.49026,167.47348,56.310272,11.055156,8.23892,14.925899,20.694967,16.3003,3.0410273,-6.6694765,-3.731643,3.6977618,6.8514752,COPD
-347.72675,173.70123,54.784943,-0.83565485,3.7410622,23.218058,27.977938,19.597513,5.3320622,-2.9656785,0.88482267,6.4571047,7.981878,COPD
-344.1333,176.7545,53.708057,3.2404275,15.847918,36.321102,36.472458,19.077961,0.09172921,-5.9230895,-1.1820729,5.578875,10.31518,COPD
-684.5387,139.88985,79.86856,43.21766,25.90912,16.334204,13.65744,14.000036,13.580946,11.447492,8.228958,5.2180967,3.5209215,COPD
-528.18427,39.43101,36.204945,32.17898,27.976776,24.039534,20.642635,17.988346,16.080738,14.748941,13.742786,12.805012,11.7342205,COPD
-706.41205,133.35008,60.650463,45.156666,27.850239,21.524096,16.0705,17.022327,14.976214,15.366552,10.800644,8.810824,4.9399314,COPD
-653.57733,131.86205,88.406876,47.168526,22.602818,13.403412,12.369897,13.4128895,12.897267,9.863259,5.6528506,2.423169,1.340649,COPD
-666.1074,107.2905,58.90771,25.093243,13.628912,11.605441,11.359479,11.373552,10.663893,10.067295,10.884693,11.923668,11.159905,COPD
-668.84973,82.672264,54.097687,35.954624,30.529495,27.359049,22.799355,18.802927,15.733565,13.138556,11.222266,9.857757,8.616734,COPD
-600.54016,60.487766,51.830643,41.213734,31.695757,24.791946,20.504313,18.065933,16.648117,15.623803,14.542233,13.14301,11.450781,COPD
-444.371,102.32626,38.605583,36.987236,22.19994,24.071455,20.53787,20.733387,16.56385,14.035777,11.400512,11.293088,10.598041,COPD
-479.52612,108.98828,33.181107,27.440771,16.791685,22.686625,20.753267,18.357368,13.190747,11.060727,9.820964,10.1131115,8.697085,COPD
-304.3591,100.65177,39.01502,40.108387,24.82311,23.579424,16.828688,15.891351,12.219145,10.931631,9.14362,8.615524,7.1343,COPD
-424.32385,96.39776,53.615105,33.793774,27.780865,23.189983,20.53105,18.599234,16.717636,14.877303,12.849352,11.325248,10.398018,COPD
-289.32248,101.2549,40.44041,42.50364,26.750229,26.27371,19.806072,18.23403,14.848498,13.458061,11.276105,10.923972,8.746224,COPD
-575.65466,71.664986,60.59824,46.952217,34.124504,24.12179,17.165543,12.652158,9.832006,8.133114,7.176358,6.7185698,6.5603886,COPD
-593.9561,104.62605,60.430264,37.66197,27.416252,20.970297,19.19555,18.041758,15.855036,13.412482,11.533648,10.888908,10.629167,COPD
-645.35504,116.380424,55.166172,36.1968,25.535305,18.567856,17.712515,16.28107,15.063546,12.41074,10.294317,9.218379,8.259989,COPD
-482.1098,121.09788,46.47195,40.417816,21.44213,19.918951,14.94004,14.934687,12.703828,11.481732,9.484801,9.097945,7.044344,COPD
-532.91064,130.39557,55.294476,34.85795,17.05979,12.460902,11.936562,10.966102,10.658177,9.188679,9.356585,9.146513,8.839392,COPD
-684.3466,94.89049,36.973557,33.413242,19.765099,19.5465,16.36103,16.771757,14.176919,12.330006,10.096357,9.615311,8.324563,COPD
-519.40265,122.71468,54.191048,35.93704,24.721668,22.445086,23.780249,20.587729,16.572514,10.762596,8.251858,9.038421,10.424623,COPD
-467.96863,127.788216,45.285046,27.797316,16.158752,19.440088,21.582706,18.648369,14.079164,7.798135,5.965637,6.1848307,7.2196846,COPD
-343.5196,122.35264,9.924868,3.3436353,11.251161,26.04621,15.933449,11.196208,10.556036,9.121905,3.0951884,2.505886,3.464426,COPD
-633.9361,103.96326,38.081135,35.682266,21.508783,21.09395,16.106972,14.696617,10.525329,8.264149,5.8842626,5.5909944,4.9634438,COPD
-597.9666,119.94402,51.265327,47.385,29.483923,26.096624,18.360785,14.906418,9.786694,6.247954,2.937253,2.2505195,1.6245054,COPD
-353.27017,175.75674,88.404465,31.983934,10.971292,6.26044,7.1405277,6.821298,4.548022,1.8846625,-0.6649952,-1.4848324,0.62887806,COPD
-313.67474,159.80225,93.37213,34.216663,6.300639,2.8212624,5.78429,5.424225,2.4591782,0.45272946,0.63172734,2.2631226,4.37582,COPD
-382.55585,98.09242,70.36249,46.832436,33.121407,24.918447,19.42892,16.230484,14.036711,11.690822,9.5073805,8.189931,7.6988606,COPD
-335.40677,122.0414,55.379505,22.005573,19.761694,24.239992,26.384768,23.771488,17.14871,10.756926,8.37885,10.275929,13.169946,COPD
-345.06647,118.89335,71.79934,33.5626,18.950718,19.378086,21.269659,19.280842,14.874603,10.867258,9.338042,11.053493,14.184055,COPD
-249.27795,118.68402,31.248795,27.274832,19.238197,26.23383,23.466787,22.51312,13.833675,11.850996,8.43124,11.03006,11.200877,COPD
-349.1689,117.44838,33.31462,11.279334,18.750635,24.940315,26.581211,22.648891,17.939297,13.145869,10.157177,12.29678,16.699972,COPD
-342.33377,122.11612,52.838608,22.601921,19.938465,22.752184,24.758905,22.533329,17.440697,11.869273,8.835005,9.864972,12.499277,COPD
-349.47214,121.38177,73.540855,33.723125,17.610058,17.180126,18.887964,17.729414,15.058392,12.244996,10.16348,10.372093,12.7500925,COPD
-261.09637,115.73196,29.900686,27.186987,17.930841,23.93823,22.26437,22.183622,14.193307,12.818646,8.693342,10.201874,10.690489,COPD
-350.40244,116.86495,35.320812,11.930576,17.820488,22.952305,24.289797,21.22034,18.258457,14.694663,11.508968,13.163387,17.005676,COPD
-738.48114,102.95578,63.83087,38.07759,33.605778,33.816353,25.76987,14.048409,8.955626,11.648954,14.786898,13.277571,9.201394,COPD
-396.66882,166.48048,71.49218,30.78387,15.423003,10.976855,8.139749,2.4219933,-0.5298677,-1.8944596,0.09611863,5.025862,9.673906,COPD
-261.31436,118.720726,37.987766,36.398407,21.393469,25.665886,18.256773,11.260762,7.8451543,7.3647704,9.708673,12.693429,12.597167,COPD
-291.72577,109.139366,45.899548,45.599277,26.981165,23.202065,13.988238,9.982952,6.6262736,5.502003,5.477103,7.502293,8.788186,COPD
-308.9356,162.00493,64.56662,36.949017,15.97867,13.240948,8.067775,5.0175657,2.1100574,-0.9049486,-0.4847327,5.082097,11.319855,COPD
-330.89212,113.71432,45.70824,27.19166,28.249636,30.922401,28.320269,17.579462,10.694792,11.682698,15.703821,16.091125,12.740429,COPD
-260.49707,118.720665,32.710003,32.492912,22.770504,31.370852,26.230043,17.203789,10.737448,10.418984,13.29757,14.201749,10.30236,COPD
-298.00613,107.128395,42.850597,43.64892,28.207876,27.184988,20.222727,16.150568,11.162029,9.121786,8.083335,8.217646,7.2847624,COPD
-239.74416,168.5167,59.166027,33.429462,14.639196,15.901063,9.673904,5.08678,-0.14356822,-0.43697882,1.9292763,7.0389524,10.294414,COPD
-185.39473,140.03802,-43.689945,2.9265792,44.829678,36.21462,-18.729834,-13.385007,5.375154,-2.4467747,-2.0206366,-4.3645043,-2.1051974,COPD
-512.525,213.24199,60.179577,12.962093,15.236222,10.808007,3.912109,9.460599,12.391963,-0.60388625,-6.8553586,-0.3625654,1.3037035,COPD
-554.387,101.11341,27.780062,23.501883,0.37100187,11.307897,13.746833,15.213732,15.782805,8.659333,3.01474,3.2522552,-1.025844,COPD
-458.08786,108.202156,51.69419,27.888248,19.985464,18.070076,20.132965,19.128244,16.891518,14.8402,13.227735,12.153656,10.388335,COPD
-415.78458,123.35905,24.33633,6.4016094,12.471134,25.370888,18.029022,7.9508953,1.6246697,8.934307,4.024476,6.7556124,-3.9795551,COPD
-342.31696,95.90076,29.178259,24.285168,13.803426,16.313969,14.561122,15.4185915,10.513908,11.853774,7.061313,10.669386,4.441122,COPD
-462.01938,89.375595,26.67429,25.289503,11.479797,19.963436,13.62617,10.547608,9.635488,8.291457,3.8991935,10.667528,0.03446736,COPD
-408.49854,103.8179,58.06951,30.391047,20.923008,18.031055,18.453106,19.237957,17.740452,14.600774,11.657508,9.808172,8.754406,COPD
-389.24265,119.35967,53.47684,19.449158,16.96351,21.041729,25.059395,21.703806,13.604334,8.941722,5.104663,6.385802,5.6752315,COPD
-290.0546,97.96485,25.680803,26.72381,20.721031,21.065865,16.345867,14.839271,11.784084,9.4328165,6.6750097,7.591777,4.804005,COPD
-508.35556,64.55948,55.323944,43.951756,33.534058,26.023205,21.5843,19.274792,17.917826,16.727964,15.4140625,14.02565,12.733946,COPD
-590.8579,99.8685,66.26926,36.191826,21.900347,20.605385,22.895744,22.509985,19.031033,15.252598,13.306952,12.956424,12.992973,COPD
-461.7086,119.785225,-28.973217,23.571066,29.29656,4.7426615,5.3637953,31.514845,10.703321,-4.8508053,7.563312,13.458712,7.1002026,COPD
-303.4192,98.191,47.61048,54.403423,43.180813,22.433786,11.740697,11.477331,16.40358,15.511717,8.146573,6.2697425,6.6892095,COPD
-247.06023,114.38714,33.387547,37.642574,29.027174,27.620186,17.633614,13.190558,13.236828,11.456231,6.0389433,6.1442223,8.243499,COPD
-246.01547,118.234726,32.384937,33.11588,37.26672,33.041046,12.762643,6.078034,17.496271,14.0003605,4.1078625,4.720884,7.427582,COPD
-638.1753,67.315155,56.28093,43.896896,33.827915,27.041775,22.475945,19.002838,16.19103,13.9700985,12.1643505,10.515584,8.935103,COPD
-331.61026,118.11005,56.069805,24.583729,24.017574,27.476908,25.128212,19.375793,13.717404,10.995266,11.163641,12.444758,11.335817,COPD
-315.0432,137.60837,66.971436,25.008474,22.078074,27.75996,25.662462,17.668707,10.63236,8.491747,9.100687,11.589243,11.125998,COPD
-421.07187,97.543,42.944588,33.74851,25.87195,19.571009,17.685034,15.401597,12.730939,12.013079,8.312794,9.127829,5.9139752,COPD
-336.71213,111.61169,58.15071,25.416443,24.567684,25.844013,24.41925,18.873734,12.146232,11.951904,10.156375,11.60711,6.2718697,COPD
-370.38208,120.17283,61.20611,28.511784,19.751795,18.824524,19.736404,18.425585,15.174743,12.6387005,11.112194,9.706329,7.793423,COPD
-352.95975,109.55287,72.69925,38.398483,20.642294,17.231768,18.179413,17.10317,13.99092,11.146191,9.508716,8.331489,6.7325597,COPD
-340.5621,96.86504,31.635935,27.099669,14.044548,19.193956,14.697547,17.39062,13.13425,10.172394,9.539772,8.907069,6.0926056,COPD
-467.87735,92.31158,53.337227,35.14889,26.33197,17.452528,12.937584,11.639178,11.039578,11.069789,11.190695,10.93464,10.138169,COPD
-394.80304,108.495964,60.644054,42.072365,31.212774,22.04136,17.5047,13.764705,11.58879,10.060859,8.948949,7.834891,6.4703736,COPD
-371.49442,110.9552,47.229347,45.91267,27.916193,24.895273,17.150358,15.994706,12.403975,11.4136305,9.386832,8.848352,6.7594147,COPD
-354.7236,104.361115,61.63096,31.793982,21.525936,19.929039,19.54403,18.2619,16.13695,14.26842,12.740512,10.638959,8.012532,COPD
-332.0353,130.00351,71.59408,38.941536,25.837751,19.269863,17.371323,16.329336,15.10244,13.748756,11.6781025,9.199538,6.583226,COPD
-415.47208,111.59543,61.174618,41.97682,31.02885,20.449203,15.7069,12.06092,9.8076105,9.245864,7.545754,7.939135,5.747058,COPD
-370.61295,104.751595,45.277405,39.357197,26.073208,19.966759,15.579109,12.990665,11.132953,9.903932,8.371465,8.225344,6.0877643,COPD
-349.08542,158.68948,63.230263,10.085975,11.162456,14.376363,14.494048,10.00772,1.5980164,1.4836859,-0.14929958,9.053775,6.431802,COPD
-345.28018,116.825226,62.51033,26.425892,17.002296,18.652151,20.237677,18.758562,15.320935,12.580665,11.354356,10.363169,8.484233,COPD
-318.37988,142.43748,74.54783,35.27463,21.932772,17.798307,17.237064,16.197777,14.639852,13.267427,11.413108,9.0804405,6.3104835,COPD
-397.83078,91.84973,58.59729,36.73863,26.336342,17.246874,11.139873,8.7798815,7.7946463,8.58168,8.848982,10.048262,9.517121,COPD
-262.28137,126.60654,59.213287,48.73901,29.802444,23.192474,15.182188,12.907279,8.753148,9.841973,5.7130685,8.799289,3.7421699,COPD
-290.30133,111.58417,47.625187,44.107693,27.251095,23.365116,15.819651,14.219557,10.148632,10.006272,6.79697,7.66833,4.3733315,COPD
-372.87347,113.54602,13.555236,28.209103,3.6219907,-0.3564028,14.51816,6.515744,0.06042034,8.81059,3.8872495,10.531438,2.4085982,COPD
-340.38733,121.059944,64.323456,27.032774,17.245106,18.038263,18.659193,17.005173,14.082793,12.259888,12.241473,12.055032,9.937039,COPD
-310.6162,148.30377,70.81769,30.919073,21.04849,17.838375,16.06951,14.320528,13.073858,12.387338,11.886991,11.078935,8.957002,COPD
-388.71365,93.459755,63.266098,39.478653,26.406807,16.81159,10.245613,7.519476,6.894469,8.028796,9.029055,10.455882,10.108511,COPD
